36.586283,40.066609,25.022611,23.245758
37.026130,38.238644,14.552709,29.920852
36.786649,38.703265,23.231707,27.292707
36.935544,39.153882,23.119549,12.732449
37.203531,37.712948,21.270050,13.646400
36.959701,43.521437,14.038104,26.668202
37.205056,39.782928,26.006708,31.721075
37.058363,37.440059,18.314454,28.561404
37.243606,37.261599,23.458481,26.618562
36.486387,39.264749,22.064901,16.550564
36.563303,38.599696,19.512114,29.134296
36.421518,37.083756,22.989859,13.693637
36.968854,36.862966,17.461984,10.781817
36.727002,39.123377,21.759166,30.190377
37.074122,46.494926,18.961818,10.574807
36.895205,39.620621,24.674742,29.434682
36.838191,38.947589,22.757256,29.085375
37.445115,40.531087,22.800813,14.718395
36.981887,36.720540,26.957033,15.307780
36.791969,39.882516,16.366634,30.317041
36.504752,38.042406,21.033876,6.706264
37.157212,37.883258,21.418005,28.922678
37.085849,40.351941,27.812172,14.209002
36.473846,36.593759,19.970835,27.409834
36.756437,38.985475,21.945097,28.761424
36.871357,38.629598,21.525039,12.891351
36.308272,40.653533,27.882817,29.330699
36.716560,37.200042,17.092439,22.988135
37.219772,39.555277,21.576992,26.590143
36.315468,39.715518,24.180167,27.337625
36.947262,39.076052,23.652444,14.944740
37.367823,39.239977,22.443882,12.995297
36.613706,38.897460,26.741386,26.500671
36.663874,37.197479,23.307262,9.026717
36.865235,38.406457,19.744950,12.537832
36.954299,36.587937,23.685021,10.780066
36.919172,40.321973,16.249360,26.277288
36.346146,40.335789,33.190469,17.125038
36.570790,37.265385,23.446856,32.461242
36.830381,40.666167,17.682659,17.868129
36.704820,38.868202,21.064755,26.673177
37.141500,37.119822,15.070939,18.542134
36.703363,38.148324,21.551297,25.547548
36.688965,39.847696,22.184523,25.618073
37.354884,38.965816,20.242914,26.415456
36.775505,37.697283,20.313152,10.627135
36.505918,39.952620,27.907018,11.843343
36.799283,38.807917,25.861803,30.611899
36.730272,38.432217,19.576138,31.296667
37.013292,37.465570,15.448893,11.014305
36.935948,39.752972,27.670656,26.551127
36.700197,40.190952,20.602566,8.786653
36.684663,37.727643,19.669143,12.433753
36.640902,38.699111,23.340707,30.825071
37.205092,38.730665,9.519293,25.975562
37.404566,39.295044,15.031339,14.303514
36.782740,37.677463,21.214708,17.796722
36.969396,41.677803,18.160416,27.007572
36.907860,39.447893,25.563311,32.297205
36.646410,40.241998,19.174770,8.979086
36.643051,38.667868,22.044386,13.639461
36.655589,41.819819,27.002794,27.816078
36.222752,39.673050,19.081078,26.872830
36.572764,36.744368,25.034583,26.870447
36.936044,40.395072,15.869570,13.069710
37.076703,39.035062,25.698946,28.845713
36.737795,37.712848,20.179082,24.571284
36.687224,39.022961,24.186899,12.045295
36.991965,37.924664,18.450692,30.976093
37.416108,40.013579,23.213022,31.713962
36.521499,39.891170,18.701695,11.776372
36.567602,37.288417,19.299379,17.069019
36.668856,39.956266,25.440986,25.614600
36.964375,40.460014,24.357646,26.892835
36.543757,35.855521,29.095958,18.668228
36.939697,40.795665,20.655836,13.810964
36.583700,39.959174,14.807479,17.100879
36.968679,40.169214,19.372106,26.336895
36.705543,40.954744,15.961138,14.242088
36.671031,39.036693,24.599803,16.442048
37.044499,37.972880,23.126059,10.369097
36.444374,39.582507,21.921925,13.050413
36.569412,38.890344,17.740686,13.816663
37.018750,39.684371,22.584748,29.898393
37.029773,36.074996,22.924673,25.761486
36.862340,38.559445,19.941988,32.720089
36.143865,42.469709,19.726194,23.008734
37.016590,39.587199,28.950418,11.071943
36.904625,40.399381,20.998942,26.009740
36.698415,39.540858,15.065706,13.654590
36.216383,38.646015,19.557428,17.159330
37.049272,40.196995,17.978649,11.799633
37.324773,40.064471,17.453240,11.437503
36.950341,38.642404,16.075055,25.287799
37.199095,38.852355,18.611064,32.748749
36.602745,39.973954,18.090360,15.079985
36.855484,38.060407,19.948418,16.986128
36.604683,38.001900,19.880694,13.895915
36.463848,40.623961,15.533073,10.097292
36.696018,40.593782,27.595145,25.203954
36.526597,38.848054,21.991728,10.388054
36.576159,41.136632,27.282106,12.922710
36.568709,40.215277,20.542240,13.559214
36.675814,39.632695,20.396878,26.985765
36.712457,38.438299,18.237784,28.737685
36.838032,40.103453,18.431636,10.246256
36.425799,38.406003,13.450774,27.329086
36.895151,39.007503,20.891874,12.252587
36.254474,38.295060,26.946702,25.984065
36.816708,40.676373,23.614476,10.237913
36.824260,39.282798,22.609224,28.178860
36.104046,39.125860,14.608645,18.442664
36.697664,39.983117,20.701048,14.391200
37.126954,42.336620,19.279551,27.467409
36.935159,40.468291,17.276148,25.787842
36.651710,37.105674,17.754256,27.656301
36.636027,39.119727,24.014255,28.383581
36.887608,39.252168,15.785299,9.530594
36.846261,38.375010,21.150307,25.045130
37.045192,37.855815,18.184230,15.674384
36.843127,41.332329,20.682212,23.311267
37.071551,40.111203,23.498052,7.846058
36.920202,40.330252,14.329677,27.695913
36.570622,39.610312,21.968053,26.479148
36.494899,40.221122,18.376761,13.787154
36.641903,39.780219,17.679575,15.094406
36.922598,39.362040,18.400821,24.677242
36.539660,38.885454,20.070481,28.778313
37.067538,37.848541,26.463936,29.027562
36.338281,38.188222,23.405052,11.730247
36.720726,39.060132,23.726745,26.678741
36.520292,37.954099,24.371484,28.731132
36.893864,39.559174,21.301486,17.033806
36.841037,37.941318,18.161275,28.479197
36.754490,48.128261,26.514011,10.938984
36.428949,37.290704,20.754566,26.034570
36.535253,39.529393,25.333277,31.003687
